Wavelength (nm),Schwarzes_Silizium,Wavelength (nm),Si_Waver,Wavelength (nm),Si_Waver_Matt,Wavelength (nm),Si_amorph,Wavelength (nm),Pyramide,Wavelength (nm),AR_Glanzend,Wavelength (nm),AR_Matt,
1793,38.23145294,1793,49.9102211,1793,48.32725525,1793,84.34126282,1793,23.05631447,1793,34.32553482,1793,27.99523163,
1792,38.2249527,1792,49.91283417,1792,48.31381989,1792,84.52757263,1792,23.04734612,1792,34.29559708,1792,28.0125103,
1791,38.20980072,1791,49.90538025,1791,48.31179047,1791,84.71720123,1791,23.04193306,1791,34.31011963,1791,28.02039337,
1790,38.20775986,1790,49.92534637,1790,48.30940247,1790,84.9157486,1790,23.0157032,1790,34.30994415,1790,28.0066967,
1789,38.18685913,1789,49.89701462,1789,48.29849625,1789,85.0981369,1789,23.01779366,1789,34.29602814,1789,28.01403999,
1788,38.19218063,1788,49.90919495,1788,48.30754852,1788,85.3033905,1788,23.0108223,1788,34.29905319,1788,27.99468994,
1787,38.1726265,1787,49.8923645,1787,48.3169899,1787,85.49111176,1787,23.00425529,1787,34.31014252,1787,28.00227165,
1786,38.16409683,1786,49.90080643,1786,48.29731369,1786,85.66744995,1786,22.98492241,1786,34.30532074,1786,28.0235672,
1785,38.13567352,1785,49.91838074,1785,48.30441666,1785,85.83035278,1785,22.97922325,1785,34.32199097,1785,28.00828171,
1784,38.14060211,1784,49.9061203,1784,48.2939949,1784,86.01886749,1784,22.97864342,1784,34.29811096,1784,28.00916672,
1783,38.1109581,1783,49.91211319,1783,48.29307938,1783,86.18846893,1783,22.96416664,1783,34.30759811,1783,28.00639343,
1782,38.1150589,1782,49.90158844,1782,48.29768753,1782,86.3611908,1782,22.9624176,1782,34.31071854,1782,27.99857521,
1781,38.09358978,1781,49.89697647,1781,48.30030823,1781,86.51731873,1781,22.93715096,1781,34.31269073,1781,28.00278664,
1780,38.07098389,1780,49.89770126,1780,48.29956436,1780,86.66236115,1780,22.94807434,1780,34.31099701,1780,28.00979996,
1779,38.04373932,1779,49.9017334,1779,48.30516434,1779,86.80789185,1779,22.9271698,1779,34.31220245,1779,27.99574089,
1778,38.04518127,1778,49.90317917,1778,48.30378723,1778,86.9930954,1778,22.91324425,1778,34.29786682,1778,28.00960922,
1777,38.02052689,1777,49.91469574,1777,48.30494308,1777,87.11963654,1777,22.921772,1777,34.32364655,1777,28.00640106,
1776,38.00143433,1776,49.91283798,1776,48.29348755,1776,87.26571655,1776,22.91302299,1776,34.30849457,1776,28.01345825,
1775,37.97649002,1775,49.90844345,1775,48.30049133,1775,87.39402771,1775,22.88951302,1775,34.31042862,1775,28.01979256,
1774,37.95797729,1774,49.89915085,1774,48.28030014,1774,87.5479126,1774,22.8679142,1774,34.30898666,1774,28.0245266,
1773,37.93635941,1773,49.88712311,1773,48.29950714,1773,87.69075775,1773,22.86945915,1773,34.30905914,1773,28.01291656,
1772,37.92401505,1772,49.90865707,1772,48.29567719,1772,87.81001282,1772,22.88313103,1772,34.30908203,1772,28.01937675,
1771,37.91056061,1771,49.8801384,1771,48.27610397,1771,87.92951202,1771,22.860075,1771,34.3033905,1771,28.01687431,
1770,37.88098907,1770,49.88950729,1770,48.30041885,1770,88.05482483,1770,22.85153198,1770,34.29627609,1770,28.00993347,
1769,37.87481308,1769,49.88206482,1769,48.2851944,1769,88.18847656,1769,22.84613991,1769,34.3037262,1769,28.01844788,
1768,37.85941315,1768,49.89159393,1768,48.28800964,1768,88.3306427,1768,22.84730339,1768,34.30873489,1768,28.01244354,
1767,37.82638168,1767,49.89272308,1767,48.29185486,1767,88.41777039,1767,22.84290695,1767,34.30778122,1767,28.01975632,
1766,37.80838776,1766,49.88000488,1766,48.27871704,1766,88.53768921,1766,22.83565331,1766,34.29177856,1766,28.02269173,
1765,37.78816605,1765,49.87327194,1765,48.28023148,1765,88.6361084,1765,22.83057785,1765,34.30566406,1765,28.01741409,
1764,37.77653122,1764,49.88601685,1764,48.27969742,1764,88.74033356,1764,22.83549309,1764,34.29296494,1764,28.02327919,
1763,37.75469589,1763,49.87994385,1763,48.26438141,1763,88.83537292,1763,22.82265663,1763,34.28912354,1763,28.01735687,
1762,37.72134399,1762,49.86513901,1762,48.27138901,1762,88.95126343,1762,22.82850647,1762,34.28686142,1762,28.02201462,
1761,37.71435547,1761,49.86289215,1761,48.27279282,1761,89.04690552,1761,22.81946373,1761,34.29787064,1761,28.03380203,
1760,37.68836212,1760,49.86812592,1760,48.26561356,1760,89.15226746,1760,22.83271599,1760,34.29293442,1760,28.01668358,
1759,37.66745758,1759,49.85476685,1759,48.26274109,1759,89.22998047,1759,22.82098007,1759,34.30443573,1759,28.01300049,
1758,37.65447235,1758,49.86364365,1758,48.26203918,1758,89.32215881,1758,22.82351303,1758,34.2973938,1758,28.01749039,
1757,37.63959503,1757,49.86820602,1757,48.26893616,1757,89.43041229,1757,22.82903671,1757,34.294384,1757,28.02948952,
1756,37.60038757,1756,49.85633469,1756,48.26251984,1756,89.48842621,1756,22.81832695,1756,34.27584076,1756,28.03296471,
1755,37.58808517,1755,49.84933853,1755,48.25724792,1755,89.59153748,1755,22.82879066,1755,34.29278183,1755,28.03041267,
1754,37.56653976,1754,49.85987854,1754,48.25478363,1754,89.65510559,1754,22.8294754,1754,34.28875351,1754,28.03512764,
1753,37.53823471,1753,49.85023499,1753,48.25294495,1753,89.74152374,1753,22.81891823,1753,34.29139709,1753,28.04375648,
1752,37.51496506,1752,49.85548782,1752,48.24757385,1752,89.81184387,1752,22.83000374,1752,34.29236984,1752,28.04574585,
1751,37.49203491,1751,49.85522079,1751,48.26065063,1751,89.89177704,1751,22.83755112,1751,34.28905487,1751,28.03228569,
1750,37.4571991,1750,49.84234238,1750,48.25028229,1750,89.95536804,1750,22.83025742,1750,34.27928543,1750,28.03642654,
1749,37.44466782,1749,49.84181595,1749,48.24808502,1749,90.02494049,1749,22.83590698,1749,34.26624298,1749,28.03159904,
1748,37.39957047,1748,49.84060287,1748,48.24678421,1748,90.07988739,1748,22.84104347,1748,34.28063583,1748,28.0380764,
1747,37.37568665,1747,49.8288765,1747,48.24072266,1747,90.15850067,1747,22.83839607,1747,34.28120041,1747,28.0460186,
1746,37.346035,1746,49.82670975,1746,48.22836685,1746,90.21624756,1746,22.83641434,1746,34.2843399,1746,28.05122375,
1745,37.31228638,1745,49.82001114,1745,48.22677994,1745,90.26544952,1745,22.83688545,1745,34.27487946,1745,28.05140686,
1744,37.2873497,1744,49.81784439,1744,48.23125458,1744,90.31922913,1744,22.83459091,1744,34.27611923,1744,28.05398941,
1743,37.26096725,1743,49.83127594,1743,48.23688126,1743,90.38594055,1743,22.83790016,1743,34.26732254,1743,28.05813217,
1742,37.22494888,1742,49.82881927,1742,48.22873688,1742,90.42245483,1742,22.83676338,1742,34.27811432,1742,28.05049515,
1741,37.20466614,1741,49.80631638,1741,48.22080994,1741,90.47187805,1741,22.8257637,1741,34.26266861,1741,28.05307007,
1740,37.1657753,1740,49.79731369,1740,48.20554733,1740,90.51940155,1740,22.81605911,1740,34.26683426,1740,28.0390625,
1739,37.13441849,1739,49.8195343,1739,48.21940231,1739,90.57891083,1739,22.82661438,1739,34.26786804,1739,28.06414986,
1738,37.1068573,1738,49.80276108,1738,48.21295166,1738,90.62129211,1738,22.82410622,1738,34.26416016,1738,28.05773544,
1737,37.07075119,1737,49.79753876,1737,48.19327545,1737,90.65190887,1737,22.80464172,1737,34.26383591,1737,28.05837631,
1736,37.06606674,1736,49.81002808,1736,48.21689606,1736,90.72779083,1736,22.79398346,1736,34.26900482,1736,28.06400108,
1735,37.04507446,1735,49.79924011,1735,48.21211243,1735,90.74136353,1735,22.7872467,1735,34.27019882,1735,28.05841255,
1734,37.01135635,1734,49.79587936,1734,48.19234848,1734,90.77222443,1734,22.7795105,1734,34.26596832,1734,28.05493164,
1733,36.99728775,1733,49.80955887,1733,48.19867706,1733,90.81938171,1733,22.76961899,1733,34.2720871,1733,28.07012749,
1732,36.97574615,1732,49.79366684,1732,48.19815445,1732,90.85852814,1732,22.76752472,1732,34.26176834,1732,28.07519531,
1731,36.96699524,1731,49.79977798,1731,48.19536972,1731,90.88427734,1731,22.74964714,1731,34.27391052,1731,28.06689835,
1730,36.94107437,1730,49.79734802,1730,48.20275116,1730,90.93771362,1730,22.75117111,1730,34.26485825,1730,28.07678223,
1729,36.93239975,1729,49.79232407,1729,48.19016266,1729,90.94789886,1729,22.74466896,1729,34.25976944,1729,28.06317139,
1728,36.92585373,1728,49.80290985,1728,48.20259094,1728,90.99931335,1728,22.73534393,1728,34.26770782,1728,28.07876205,
1727,36.91399002,1727,49.78609085,1727,48.18976974,1727,91.00832367,1727,22.72879982,1727,34.25899124,1727,28.07559967,
1726,36.89325333,1726,49.78546143,1726,48.18918991,1726,91.03272247,1726,22.7287159,1726,34.26904297,1726,28.06824684,
1725,36.88697815,1725,49.78960037,1725,48.18997955,1725,91.04737854,1725,22.72156715,1725,34.26417923,1725,28.08170319,
1724,36.89078522,1724,49.79444504,1724,48.19994354,1724,91.09471893,1724,22.72360039,1724,34.25851059,1724,28.08704376,
1723,36.88330841,1723,49.7911644,1723,48.1846962,1723,91.10334778,1723,22.72181892,1723,34.26219177,1723,28.07907104,
1722,36.86981964,1722,49.79840088,1722,48.18712997,1722,91.126297,1722,22.722229,1722,34.26865768,1722,28.07867432,
1721,36.86628342,1721,49.79058075,1721,48.18742752,1721,91.14526367,1721,22.71700668,1721,34.26573181,1721,28.08425713,
1720,36.85691833,1720,49.78925323,1720,48.1749115,1720,91.15569305,1720,22.71660805,1720,34.25136185,1720,28.08312798,
1719,36.86348343,1719,49.79248428,1719,48.18105698,1719,91.17160034,1719,22.72587776,1719,34.27140808,1719,28.08762741,
1718,36.85383224,1718,49.78645325,1718,48.17954636,1718,91.19919586,1718,22.73615074,1718,34.27278519,1718,28.08815575,
1717,36.85800552,1717,49.78843689,1717,48.18016434,1717,91.19525146,1717,22.74141312,1717,34.27813721,1717,28.0826664,
1716,36.85612106,1716,49.79013062,1716,48.1750679,1716,91.20595551,1716,22.75543785,1716,34.27433395,1716,28.09285736,
1715,36.85301208,1715,49.77351761,1715,48.17277908,1715,91.19972992,1715,22.77005386,1715,34.27287674,1715,28.08381653,
1714,36.85295105,1714,49.79145432,1714,48.16884232,1714,91.22364044,1714,22.79539108,1714,34.28383636,1714,28.09728432,
1713,36.855793,1713,49.79014969,1713,48.166996,1713,91.22697449,1713,22.81167221,1713,34.28191376,1713,28.09821701,
1712,36.84173584,1712,49.78666687,1712,48.16379166,1712,91.20954132,1712,22.81189919,1712,34.26166153,1712,28.09623146,
1711,36.84583282,1711,49.78270721,1711,48.17642593,1711,91.2180481,1711,22.83154488,1711,34.28372192,1711,28.09519768,
1710,36.84592819,1710,49.77957153,1710,48.16093063,1710,91.20288849,1710,22.84609032,1710,34.27840042,1710,28.09196663,
1709,36.86487198,1709,49.77246857,1709,48.15137863,1709,91.19334412,1709,22.88096619,1709,34.26857376,1709,28.08321762,
1708,36.86393356,1708,49.78160095,1708,48.15446854,1708,91.19182587,1708,22.90517807,1708,34.27511597,1708,28.09247398,
1707,36.86328125,1707,49.77811432,1707,48.14513779,1707,91.1835556,1707,22.92469978,1707,34.26993942,1707,28.10709381,
1706,36.89795685,1706,49.77903366,1706,48.15713501,1706,91.18231201,1706,22.95025635,1706,34.2869606,1706,28.10365868,
1705,36.89793015,1705,49.77363205,1705,48.14818954,1705,91.15009308,1705,22.98669243,1705,34.28781509,1705,28.09528351,
1704,36.91907501,1704,49.76253128,1704,48.14723587,1704,91.1319046,1704,23.0071373,1704,34.27156067,1704,28.1042366,
1703,36.94216156,1703,49.77000427,1703,48.13536072,1703,91.1155777,1703,23.03448105,1703,34.28414154,1703,28.09161568,
1702,36.97668839,1702,49.77248764,1702,48.13442993,1702,91.11270905,1702,23.07755089,1702,34.29338455,1702,28.09488106,
1701,36.99425507,1701,49.76644135,1701,48.14567184,1701,91.08287048,1701,23.09199715,1701,34.28940582,1701,28.0980835,
1700,37.03427124,1700,49.76403046,1700,48.13383102,1700,91.05602264,1700,23.12047386,1700,34.29714203,1700,28.0995636,
1699,37.07056046,1699,49.75747299,1699,48.13114166,1699,91.03808594,1699,23.16083908,1699,34.30528641,1699,28.09785652,
1698,37.10920334,1698,49.76467896,1698,48.13697815,1698,91.00182343,1698,23.19681549,1698,34.29211426,1698,28.10575867,
1697,37.14867401,1697,49.75771332,1697,48.13568497,1697,90.98648071,1697,23.231987,1697,34.30764389,1697,28.10812569,
1696,37.19041443,1696,49.74921036,1696,48.11742783,1696,90.93034363,1696,23.2607708,1696,34.30997849,1696,28.10303307,
1695,37.24190903,1695,49.75234222,1695,48.13060379,1695,90.89805603,1695,23.30639839,1695,34.31969833,1695,28.09763336,
1694,37.28572845,1694,49.74729156,1694,48.12067032,1694,90.87130737,1694,23.35211182,1694,34.31848526,1694,28.11317444,
1693,37.33214188,1693,49.74919891,1693,48.11558914,1693,90.8262558,1693,23.38081932,1693,34.32800293,1693,28.10288429,
1692,37.39790344,1692,49.74287033,1692,48.12486267,1692,90.796875,1692,23.42419815,1692,34.33164597,1692,28.1121254,
1691,37.4494133,1691,49.75289154,1691,48.1172905,1691,90.76329803,1691,23.45741463,1691,34.336586,1691,28.10322952,
1690,37.5116272,1690,49.74442291,1690,48.11099625,1690,90.71787262,1690,23.5040226,1690,34.35238647,1690,28.09858322,
1689,37.57114029,1689,49.74783707,1689,48.11304855,1689,90.66992188,1689,23.55077934,1689,34.341362,1689,28.11045647,
1688,37.62794876,1688,49.74282074,1688,48.11774826,1688,90.63480377,1688,23.59060478,1688,34.34922791,1688,28.10726166,
1687,37.70308304,1687,49.74425507,1687,48.12397385,1687,90.58560181,1687,23.63140869,1687,34.36243439,1687,28.11917305,
1686,37.76097107,1686,49.74028397,1686,48.1042099,1686,90.51966858,1686,23.68115425,1686,34.36597443,1686,28.102005,
1685,37.81341553,1685,49.74140167,1685,48.11271286,1685,90.49277496,1685,23.7207222,1685,34.36465454,1685,28.106287,
1684,37.86939621,1684,49.74468231,1684,48.11039734,1684,90.42222595,1684,23.757658,1684,34.37179565,1684,28.11300659,
1683,37.92695236,1683,49.74762726,1683,48.10835266,1683,90.37296295,1683,23.80567551,1683,34.37970352,1683,28.11925125,
1682,37.98328781,1682,49.74727631,1682,48.10934448,1682,90.31865692,1682,23.84255409,1682,34.37768173,1682,28.11350822,
1681,38.03757477,1681,49.74750137,1681,48.10942078,1681,90.26419067,1681,23.89081383,1681,34.38958359,1681,28.11627388,
1680,38.07818985,1680,49.73366547,1680,48.10260773,1680,90.21452332,1680,23.93211555,1680,34.39429855,1680,28.11440849,
1679,38.11211777,1679,49.74030685,1679,48.10593414,1679,90.13656616,1679,23.95992279,1679,34.39929581,1679,28.11487579,
1678,38.15356064,1678,49.73205185,1678,48.10414886,1678,90.06791687,1678,24.00310135,1678,34.39545822,1678,28.11876488,
1677,38.18967819,1677,49.73083115,1677,48.10178757,1677,90.00745392,1677,24.03805161,1677,34.41008759,1677,28.11442375,
1676,38.22877884,1676,49.73397064,1676,48.09439468,1676,89.93840027,1676,24.07517815,1676,34.40888596,1676,28.12228775,
1675,38.25656128,1675,49.73420334,1675,48.0933075,1675,89.86689758,1675,24.0963192,1675,34.40364075,1675,28.11571312,
1674,38.28477859,1674,49.73751831,1674,48.10028458,1674,89.80231476,1674,24.14367104,1674,34.42079926,1674,28.12253571,
1673,38.31857681,1673,49.73882294,1673,48.10311127,1673,89.73534393,1673,24.17351532,1673,34.41334534,1673,28.11883163,
1672,38.34429169,1672,49.7427063,1672,48.09755707,1672,89.65126801,1672,24.20155144,1672,34.41437149,1672,28.12528038,
1671,38.35659409,1671,49.73487473,1671,48.09207916,1671,89.56893158,1671,24.22227859,1671,34.42799759,1671,28.12036896,
1670,38.37696457,1670,49.73637009,1670,48.08699417,1670,89.49129486,1670,24.25285339,1670,34.42660904,1670,28.12913704,
1669,38.38468933,1669,49.73527908,1669,48.08337784,1669,89.3981781,1669,24.27596664,1669,34.43054962,1669,28.13116646,
1668,38.39746475,1668,49.7226944,1668,48.09037781,1668,89.30754089,1668,24.30374146,1668,34.43070221,1668,28.12096786,
1667,38.41746521,1667,49.73422623,1667,48.09734726,1667,89.22331238,1667,24.32745171,1667,34.43624115,1667,28.12383461,
1666,38.43019104,1666,49.74235535,1666,48.09042358,1666,89.14401245,1666,24.34837151,1666,34.43533707,1666,28.13023376,
1665,38.42089462,1665,49.73682785,1665,48.09412384,1665,89.04346466,1665,24.368433,1665,34.43715286,1665,28.12749672,
1664,38.43086243,1664,49.7334671,1664,48.07810974,1664,88.94217682,1664,24.39306259,1664,34.4324646,1664,28.12782478,
1663,38.44011307,1663,49.73703766,1663,48.09819412,1663,88.8562851,1663,24.3937664,1663,34.44050217,1663,28.13831329,
1662,38.44590759,1662,49.74239349,1662,48.08998489,1662,88.75121307,1662,24.41916466,1662,34.44889069,1662,28.13051033,
1661,38.45331192,1661,49.73541641,1661,48.09189224,1661,88.6526947,1661,24.43549919,1661,34.45030594,1661,28.12895203,
1660,38.44374466,1660,49.7369194,1660,48.0903511,1660,88.54699707,1660,24.45160484,1660,34.44480515,1660,28.1314888,
1659,38.44730759,1659,49.73320389,1659,48.09123611,1659,88.43657684,1659,24.46211243,1659,34.44644928,1659,28.12836075,
1658,38.45091248,1658,49.7385788,1658,48.08271027,1658,88.3224411,1658,24.48237801,1658,34.45355225,1658,28.13573265,
1657,38.45417786,1657,49.74146271,1657,48.09109497,1657,88.21946716,1657,24.48757935,1657,34.45230103,1657,28.12904358,
1656,38.45763397,1656,49.73911285,1656,48.07858276,1656,88.09875488,1656,24.49717712,1656,34.45004654,1656,28.1289959,
1655,38.44664383,1655,49.725811,1655,48.07836533,1655,87.97208405,1655,24.50075531,1655,34.44698334,1655,28.13677216,
1654,38.4474678,1654,49.74210739,1654,48.07935715,1654,87.85001373,1654,24.51834297,1654,34.44974136,1654,28.13360023,
1653,38.44393539,1653,49.74737167,1653,48.07923889,1653,87.74321747,1653,24.53473282,1653,34.45960236,1653,28.14073563,
1652,38.44319916,1652,49.73553848,1652,48.08095551,1652,87.61167908,1652,24.53728676,1652,34.4565773,1652,28.13785172,
1651,38.44926834,1651,49.74090958,1651,48.08097076,1651,87.4863739,1651,24.54118729,1651,34.46354675,1651,28.13797379,
1650,38.45056152,1650,49.7457428,1650,48.08454895,1650,87.34316254,1650,24.54978752,1650,34.460495,1650,28.14798737,
1649,38.4418869,1649,49.74206161,1649,48.07901764,1649,87.20745087,1649,24.55220413,1649,34.45663452,1649,28.14118195,
1648,38.44012833,1648,49.74388885,1648,48.08863068,1648,87.078125,1648,24.57435226,1648,34.4692688,1648,28.14206123,
1647,38.42519379,1647,49.73928452,1647,48.07743835,1647,86.92971039,1647,24.57151222,1647,34.46580505,1647,28.13978195,
1646,38.43490219,1646,49.74542999,1646,48.07501602,1646,86.77026367,1646,24.57099342,1646,34.46154022,1646,28.13930511,
1645,38.41191483,1645,49.72360229,1645,48.05852509,1645,86.62962341,1645,24.57698059,1645,34.4618988,1645,28.1382122,
1644,38.40424347,1644,49.71748734,1644,48.05012512,1644,86.47613525,1644,24.56701088,1644,34.44133377,1644,28.12043762,
1643,38.4134903,1643,49.7121048,1643,48.04991913,1643,86.3230896,1643,24.56967926,1643,34.44973755,1643,28.12280083,
1642,38.39526367,1642,49.71032333,1642,48.03892136,1642,86.16249084,1642,24.55963707,1642,34.44093704,1642,28.11706352,
1641,38.39087677,1641,49.71738815,1641,48.0266304,1641,86.00906372,1641,24.564394,1641,34.43137741,1641,28.10491943,
1640,38.38562775,1640,49.70580673,1640,48.0182991,1640,85.84602356,1640,24.55695343,1640,34.42539597,1640,28.10058594,
1639,38.37762833,1639,49.69826508,1639,48.01792908,1639,85.67726898,1639,24.54396248,1639,34.42546844,1639,28.09738159,
1638,38.36693573,1638,49.68934631,1638,48.00780106,1638,85.51019287,1638,24.54728699,1638,34.41814041,1638,28.09730721,
1637,38.37013626,1637,49.68683243,1637,48.01355362,1637,85.32849121,1637,24.54867935,1637,34.41801453,1637,28.0878067,
1636,38.36870956,1636,49.69748306,1636,48.00159454,1636,85.15855408,1636,24.54724693,1636,34.41986847,1636,28.08899498,
1635,38.349617,1635,49.6893158,1635,47.99188614,1635,84.97515869,1635,24.54214287,1635,34.40893936,1635,28.08668518,
1634,38.35177231,1634,49.68019485,1634,47.98461151,1634,84.79373169,1634,24.53473663,1634,34.4047966,1634,28.07758713,
1633,38.34456253,1633,49.67796707,1633,47.97771072,1633,84.60997772,1633,24.54000092,1633,34.40677261,1633,28.07691765,
1632,38.33102798,1632,49.65665817,1632,47.96929932,1632,84.40437317,1632,24.52989388,1632,34.39810562,1632,28.07227898,
1631,38.3318634,1631,49.67152023,1631,47.96567917,1631,84.21537018,1631,24.53034592,1631,34.39716339,1631,28.06121063,
1630,38.33298492,1630,49.65966415,1630,47.9580307,1630,84.02060699,1630,24.52465057,1630,34.39647675,1630,28.06307411,
1629,38.32635498,1629,49.65090942,1629,47.95229721,1629,83.81036377,1629,24.53120613,1629,34.3831749,1629,28.0565052,
1628,38.32200241,1628,49.65238953,1628,47.94876862,1628,83.61869049,1628,24.52383995,1628,34.39308548,1628,28.05332184,
